order_id,customer_id,order_date,order_status,promotion_id,order_channel,order_value,attributed_to_promo,customer_segment_at_time
1499,430,2025-04-04 11:32:45.523183,PAID,982,SMS,122.28,True,Medium_Value
1500,888,2025-02-15 13:18:56.940505,PAID,,Email,76.56,False,New_Customer
1501,1473,2024-07-10 04:35:35.102227,PAID,247,Social,101.22,True,Low_Value
1502,670,2024-11-04 17:53:58.626932,CANCEL,,Email,341.47,False,High_Value
1503,497,2025-06-30 04:07:25.534650,PAID,,SMS,44.54,False,New_Customer
1504,1433,2025-03-07 20:58:26.375474,PAID,,Email,125.86,False,Medium_Value
1505,463,2024-07-17 05:36:03.206697,PAID,,Direct,218.63,False,Medium_Value
1506,975,2024-12-17 07:04:05.391112,PAID,804,Push,56.91,True,Low_Value
1507,665,2025-05-22 21:45:37.464919,PAID,793,Direct,96.9,True,New_Customer
1508,732,2025-05-22 23:11:16.122819,PAID,,Social,91.56,False,Medium_Value
1509,632,2024-11-07 03:34:48.598130,PAID,,Direct,260.09,False,High_Value
1510,993,2025-04-26 12:32:24.527661,PAID,1086,Social,178.72,True,Medium_Value
1511,1436,2024-07-10 05:34:00.344866,PAID,,Push,91.41,False,New_Customer
1512,749,2024-12-13 14:12:11.313872,PAID,1397,Direct,159.77,True,Medium_Value
1513,279,2024-08-22 21:44:03.797654,PAID,,Email,62.99,False,Medium_Value
1514,630,2025-05-28 06:38:08.596915,PAID,,Push,100.68,False,New_Customer
1515,768,2024-12-29 12:27:38.724473,PAID,,SMS,34.41,False,Low_Value
1516,349,2025-04-08 00:39:20.397609,PAID,,Social,370.93,False,High_Value
1517,1235,2024-09-19 21:27:14.421337,PAID,,SMS,69.23,False,Medium_Value
1518,1119,2024-10-03 09:53:55.756113,CANCEL,,Email,159.56,False,High_Value
1519,140,2025-04-17 07:10:44.928045,PAID,,Push,306.21,False,High_Value
1520,1486,2025-06-13 22:59:03.238668,CANCEL,1490,Email,97.93,True,Medium_Value
1521,94,2025-01-26 01:11:37.416190,PAID,,Email,110.84,False,New_Customer
1522,605,2024-07-12 10:36:00.263170,PAID,,Email,65.24,False,Low_Value
1523,530,2024-12-24 05:51:15.195510,PAID,,Email,78.81,False,Low_Value
1524,1043,2024-09-09 14:00:28.145276,PAID,,Social,85.3,False,Low_Value
1525,1521,2024-10-12 05:40:41.653167,PAID,,Social,113.43,False,Medium_Value
1526,31,2024-08-11 00:55:02.544232,PAID,,Social,150.22,False,Medium_Value
1527,1836,2025-04-08 20:46:44.247547,CANCEL,1391,Email,128.83,True,New_Customer
1528,91,2025-02-24 21:18:20.507564,PAID,,Email,60.22,False,New_Customer
1529,1065,2025-03-11 14:23:01.805033,PAID,1388,Push,117.73,True,New_Customer
1530,1405,2024-10-05 03:07:27.308859,PAID,,Email,97.31,False,Medium_Value
1531,1942,2025-06-10 21:09:30.056103,PAID,1215,Email,111.07,True,New_Customer
1532,1783,2025-06-13 13:21:40.922247,PAID,,Social,41.31,False,Low_Value
1533,716,2025-02-19 13:15:25.478399,CANCEL,,Social,73.12,False,Low_Value
1534,1632,2025-03-16 07:13:26.157475,PAID,375,Direct,104.14,True,Low_Value
1535,1693,2025-03-02 14:44:16.895965,PAID,,Direct,103.29,False,New_Customer
1536,397,2024-07-24 23:07:43.000033,PAID,,SMS,66.53,False,Low_Value
1537,520,2024-10-20 08:05:44.391881,CANCEL,,Email,100.73,False,New_Customer
1538,1069,2024-11-12 12:31:49.269797,CANCEL,,Email,105.77,False,New_Customer
1539,1648,2024-12-20 12:53:15.195522,PAID,,Social,41.98,False,Low_Value
1540,377,2025-03-17 23:06:08.251313,PAID,,Push,67.07,False,Low_Value
1541,1893,2025-03-26 01:33:13.022072,PAID,,Email,227.63,False,High_Value
1542,531,2025-01-17 07:24:54.082172,PAID,1456,Direct,135.83,True,New_Customer
1543,1607,2024-10-12 12:39:21.476068,PAID,43,SMS,207.25,True,New_Customer
1544,255,2025-05-17 22:38:37.716030,CANCEL,,Push,135.15,False,High_Value
1545,196,2025-03-05 08:20:52.236450,PAID,1012,Direct,108.23,True,Medium_Value
1546,53,2025-05-28 20:21:31.666618,PAID,,Social,73.47,False,New_Customer
1547,346,2025-04-18 08:05:54.238442,PAID,,Email,125.47,False,Medium_Value
1548,943,2024-07-15 08:07:08.937708,CANCEL,,Push,247.17,False,High_Value
1549,1281,2024-11-08 09:13:12.310839,PAID,,SMS,315.71,False,High_Value
1550,204,2025-02-05 06:35:09.797172,PAID,,Push,115.39,False,Medium_Value
1551,1552,2024-11-08 10:45:46.792332,PAID,211,SMS,121.91,True,Low_Value
1552,696,2025-05-05 07:55:50.783707,PAID,,Push,37.56,False,Low_Value
1553,1717,2025-03-13 20:57:06.416275,CANCEL,,SMS,87.05,False,New_Customer
1554,126,2025-06-27 23:52:33.612741,PAID,,Direct,190.0,False,New_Customer
1555,62,2025-01-19 12:05:13.767549,PAID,,Push,468.02,False,High_Value
1556,1987,2025-05-26 09:39:51.900550,PAID,,Email,101.12,False,Medium_Value
1557,946,2025-01-05 17:39:22.849150,PAID,,SMS,122.86,False,Medium_Value
1558,1706,2025-05-21 16:23:27.094742,PAID,,Push,98.15,False,Low_Value
1559,140,2025-03-22 05:13:28.351614,PAID,,Push,334.99,False,High_Value
1560,1124,2024-12-20 09:59:04.660275,PAID,,Push,376.17,False,High_Value
1561,793,2025-03-11 01:01:13.841960,PAID,701,Email,315.69,True,Medium_Value
1562,1820,2024-10-01 05:45:36.449583,PAID,390,Social,98.81,True,New_Customer
1563,70,2025-03-28 17:28:28.214241,PAID,,Direct,533.46,False,High_Value
1564,798,2024-08-06 07:09:17.683218,CANCEL,,Direct,174.67,False,Medium_Value
1565,1768,2024-10-20 08:44:20.377263,PAID,,Social,175.11,False,Medium_Value
1566,1011,2024-11-16 08:22:39.556371,PAID,,Social,222.77,False,Medium_Value
1567,1502,2025-01-01 15:57:04.102774,PAID,,SMS,238.89,False,High_Value
1568,1007,2024-12-12 10:24:49.235058,CANCEL,,SMS,131.08,False,Medium_Value
1569,325,2025-04-11 15:14:38.955956,PAID,,Email,64.12,False,Medium_Value
1570,1569,2025-01-17 19:18:51.432570,CANCEL,,Push,163.25,False,Medium_Value
1571,448,2024-08-19 14:50:44.686853,PAID,190,Direct,114.46,True,Low_Value
1572,1815,2025-05-28 06:12:33.195769,PAID,778,SMS,264.41,True,Medium_Value
1573,1083,2025-01-25 05:20:33.683852,CANCEL,510,Direct,59.29,True,Low_Value
1574,455,2025-04-20 02:29:14.499030,PAID,,Push,432.87,False,High_Value
1575,915,2025-03-25 22:48:12.262329,PAID,,Email,170.62,False,New_Customer
1576,364,2025-03-19 08:50:38.799529,PAID,,Direct,451.12,False,High_Value
1577,869,2024-12-12 20:34:12.120853,PAID,,SMS,536.15,False,High_Value
1578,599,2024-12-28 09:38:54.933897,CANCEL,,Email,72.25,False,Low_Value
1579,48,2025-07-02 15:35:43.063581,PAID,,Email,39.41,False,Low_Value
1580,482,2025-01-13 17:03:49.476449,PAID,,SMS,115.58,False,Medium_Value
1581,1234,2024-10-02 13:01:52.823368,PAID,,Direct,149.69,False,New_Customer
1582,1031,2025-05-07 13:15:39.154728,PAID,553,Push,165.0,True,Medium_Value
1583,737,2024-11-20 23:42:02.206042,PAID,,Email,212.37,False,Medium_Value
1584,1325,2024-08-16 08:42:53.944043,CANCEL,,Email,31.04,False,New_Customer
1585,901,2025-01-26 00:57:07.106562,PAID,1201,Email,104.98,True,New_Customer
1586,1618,2024-12-26 04:57:12.630738,PAID,,Direct,257.86,False,High_Value
1587,990,2024-08-20 11:10:46.176778,PAID,,Push,300.75,False,High_Value
1588,733,2024-12-19 21:26:40.443610,PAID,,Push,166.13,False,Medium_Value
1589,1143,2025-02-05 14:37:13.861474,PAID,,Direct,115.19,False,Medium_Value
1590,1007,2025-01-09 05:07:16.245899,PAID,,SMS,112.65,False,Medium_Value
1591,1956,2025-01-25 02:22:57.847923,PAID,,Direct,99.19,False,Low_Value
1592,1823,2025-01-30 16:37:16.334127,PAID,362,SMS,42.31,True,Low_Value
1593,47,2024-09-29 13:36:20.587497,PAID,1147,Push,117.08,True,New_Customer
1594,1413,2024-09-19 08:28:28.811137,PAID,1420,SMS,162.7,True,New_Customer
1595,1572,2025-02-18 01:09:16.435252,CANCEL,,SMS,132.93,False,Medium_Value
1596,1536,2025-04-06 10:51:15.646644,PAID,,Email,279.29,False,High_Value
1597,1382,2024-09-02 09:49:44.587273,PAID,,Direct,236.66,False,High_Value
1598,1348,2024-10-07 22:11:08.758125,PAID,,SMS,344.64,False,High_Value
1599,1408,2025-01-16 05:20:53.029872,PAID,,Push,63.93,False,New_Customer
1600,1699,2024-09-06 11:40:58.782630,CANCEL,,SMS,180.11,False,New_Customer
1601,1235,2025-04-11 11:35:08.429845,PAID,,SMS,89.2,False,Medium_Value
1602,1650,2024-07-25 04:18:17.505887,PAID,,Social,128.04,False,Medium_Value
1603,466,2025-06-20 13:01:09.907515,PAID,1448,Direct,124.72,True,Low_Value
1604,1262,2024-08-21 15:50:38.828413,PAID,,Push,78.73,False,Low_Value
1605,1486,2025-01-28 14:20:14.487170,PAID,76,Direct,137.44,True,Medium_Value
1606,1575,2024-07-17 08:21:01.700754,PAID,,Social,524.87,False,High_Value
1607,506,2025-05-29 14:33:29.555925,PAID,729,Direct,247.53,True,New_Customer
1608,15,2024-11-24 20:12:40.412989,PAID,,SMS,93.33,False,Medium_Value
1609,96,2024-10-30 06:32:51.212043,PAID,,Social,226.95,False,Medium_Value
1610,1910,2025-02-20 09:39:51.662855,CANCEL,30,Email,62.77,True,Low_Value
1611,1750,2024-08-28 21:42:44.989536,CANCEL,,Email,40.2,False,Low_Value
1612,1792,2024-10-31 01:37:38.612055,PAID,,Social,68.21,False,Low_Value
1613,109,2025-04-21 15:56:39.318117,PAID,,Push,138.25,False,New_Customer
1614,1304,2024-12-18 21:56:37.220212,PAID,850,SMS,81.5,True,Low_Value
1615,1424,2025-05-30 01:42:43.772929,PAID,,Push,205.41,False,High_Value
1616,1588,2025-03-25 21:29:08.974822,CANCEL,,Direct,42.62,False,Low_Value
1617,339,2024-12-27 04:12:50.450873,PAID,1222,SMS,61.89,True,New_Customer
1618,1828,2025-03-14 14:21:21.002040,CANCEL,,Email,116.17,False,New_Customer
1619,1214,2024-09-02 05:23:35.210332,PAID,77,Social,161.76,True,New_Customer
1620,764,2025-07-03 15:32:45.211812,CANCEL,,Email,548.14,False,High_Value
1621,1749,2025-05-17 14:45:35.996913,PAID,,Social,66.67,False,New_Customer
1622,279,2025-04-17 10:16:09.190176,PAID,,Email,66.26,False,Medium_Value
1623,790,2025-05-28 02:29:53.476235,PAID,,Email,55.17,False,Low_Value
1624,1729,2024-09-08 15:59:40.861338,CANCEL,,Push,43.25,False,Low_Value
1625,933,2025-01-23 09:47:00.578164,PAID,,Social,425.77,False,High_Value
1626,871,2025-01-20 13:43:39.221570,PAID,,Direct,162.45,False,High_Value
1627,1480,2024-11-07 20:28:16.972542,PAID,,Push,95.75,False,New_Customer
1628,1800,2024-12-09 12:54:28.282841,PAID,,Email,126.74,False,New_Customer
1629,1114,2025-02-13 14:17:03.545514,PAID,828,Email,136.09,True,Low_Value
1630,841,2025-07-02 10:05:32.714777,PAID,,Direct,162.25,False,Medium_Value
1631,1806,2024-08-13 03:33:25.345845,CANCEL,,Email,177.94,False,High_Value
1632,734,2025-06-17 07:17:15.510516,PAID,,SMS,213.87,False,Medium_Value
1633,1381,2024-08-09 21:40:13.948520,CANCEL,314,Social,326.16,True,High_Value
1634,300,2025-01-15 16:46:53.144070,PAID,,Social,34.72,False,Low_Value
1635,365,2025-03-15 13:29:11.849749,PAID,,Social,302.24,False,High_Value
1636,883,2024-11-14 08:28:34.738176,PAID,,Direct,245.42,False,High_Value
1637,445,2024-07-15 14:51:55.118663,PAID,1249,Email,293.83,True,Medium_Value
1638,1526,2024-11-06 15:07:39.721077,PAID,,Direct,113.58,False,Medium_Value
1639,191,2024-12-04 02:35:56.694750,PAID,804,Social,133.95,True,Low_Value
1640,1328,2025-04-29 17:09:41.186187,CANCEL,,Push,48.7,False,New_Customer
1641,1220,2025-04-29 01:22:42.583177,PAID,,Direct,439.1,False,High_Value
1642,544,2025-02-14 11:42:50.942326,PAID,,Email,94.72,False,Medium_Value
1643,1268,2025-02-28 04:02:49.002299,PAID,,Social,92.87,False,Medium_Value
1644,445,2024-09-30 08:25:23.957036,PAID,,Email,136.03,False,Medium_Value
1645,1155,2024-11-24 11:00:41.314315,CANCEL,,SMS,346.34,False,High_Value
1646,90,2024-07-06 06:52:05.387858,PAID,,Push,222.15,False,Medium_Value
1647,785,2025-03-24 15:51:18.419330,PAID,,SMS,571.99,False,High_Value
1648,1005,2025-03-03 18:46:50.681235,PAID,,Social,360.44,False,High_Value
1649,887,2025-05-22 04:21:52.542309,PAID,,Direct,31.31,False,Low_Value
1650,1791,2025-05-27 03:45:31.540673,PAID,778,Social,220.02,True,Medium_Value
1651,1683,2025-04-21 10:27:35.945865,PAID,,Social,38.44,False,Low_Value
1652,1571,2025-01-22 14:30:22.570511,PAID,,Email,338.38,False,High_Value
1653,1634,2025-04-09 08:13:43.738238,PAID,,Direct,155.47,False,Medium_Value
1654,1213,2025-04-29 12:54:04.469405,PAID,,Social,202.26,False,High_Value
1655,1960,2024-12-12 14:13:32.709486,PAID,,Direct,153.64,False,Medium_Value
1656,102,2024-12-07 16:29:23.810229,CANCEL,875,Social,78.38,True,New_Customer
1657,639,2024-12-04 03:14:42.648684,PAID,,Social,64.35,False,Low_Value
1658,1995,2025-02-23 22:55:48.242745,PAID,,Direct,176.44,False,Medium_Value
1659,253,2024-07-17 08:43:32.887710,PAID,,Social,152.68,False,High_Value
1660,261,2025-03-29 11:24:16.821308,PAID,,Social,93.83,False,Low_Value
1661,1277,2024-08-23 02:34:13.989648,PAID,,SMS,155.89,False,Medium_Value
1662,29,2025-01-03 00:27:09.460370,PAID,,Push,102.88,False,New_Customer
1663,195,2025-06-04 05:38:38.249130,CANCEL,234,Email,138.84,True,Low_Value
1664,781,2025-05-08 10:06:33.390376,PAID,,Email,68.44,False,Low_Value
1665,379,2024-07-04 23:41:58.546722,PAID,,Social,212.77,False,Medium_Value
1666,1020,2024-08-20 01:36:15.423464,PAID,190,SMS,90.04,True,Low_Value
1667,116,2025-03-20 23:56:59.924073,PAID,,Push,95.05,False,Medium_Value
1668,578,2025-01-20 13:30:02.764572,PAID,1440,Push,114.51,True,New_Customer
1669,1141,2024-11-25 13:14:58.634565,CANCEL,,Direct,133.94,False,High_Value
1670,1276,2025-01-06 01:10:28.314004,PAID,,SMS,100.02,False,New_Customer
1671,1109,2024-09-09 15:24:39.046181,CANCEL,,Email,61.25,False,Low_Value
1672,215,2024-07-06 21:21:51.368974,PAID,,Push,147.08,False,Medium_Value
1673,28,2024-11-07 23:47:14.720659,PAID,,Social,68.54,False,Low_Value
1674,1726,2024-10-21 19:55:50.459249,PAID,560,Social,604.21,True,High_Value
1675,1598,2024-12-23 13:54:56.148454,PAID,,Direct,107.65,False,New_Customer
1676,1844,2025-01-16 07:43:35.553332,PAID,540,SMS,48.65,True,Low_Value
1677,1087,2024-11-06 07:25:44.842812,PAID,1296,Direct,108.27,True,New_Customer
1678,788,2024-09-14 04:41:38.894304,PAID,,Push,565.24,False,High_Value
1679,1881,2025-05-14 04:20:38.731433,PAID,,Push,46.89,False,Low_Value
1680,1549,2024-11-02 02:40:09.724230,PAID,,Email,59.08,False,Low_Value
1681,1450,2025-05-02 08:52:36.135290,PAID,,Social,42.1,False,Low_Value
1682,1174,2024-07-20 23:01:30.404873,PAID,,Email,52.58,False,Low_Value
1683,34,2025-06-08 15:24:05.420436,PAID,,Push,112.17,False,New_Customer
1684,1344,2025-01-13 05:54:20.724813,PAID,,Social,55.15,False,New_Customer
1685,45,2025-05-18 04:54:55.927464,PAID,,Push,153.23,False,Medium_Value
1686,1805,2025-03-21 06:51:32.430297,PAID,,Social,90.79,False,Low_Value
1687,1136,2024-07-17 13:29:40.167771,PAID,404,Push,174.82,True,High_Value
1688,1808,2024-10-06 05:33:42.947399,PAID,,Social,291.35,False,High_Value
1689,73,2025-05-31 09:29:04.495718,PAID,,Email,186.04,False,High_Value
1690,1738,2025-01-05 04:40:55.968374,PAID,,Push,127.21,False,High_Value
1691,1901,2024-08-23 19:08:37.548895,CANCEL,,Social,63.51,False,Low_Value
1692,768,2024-12-19 05:00:19.020921,CANCEL,1397,SMS,42.01,True,Low_Value
1693,1556,2024-11-19 14:40:48.390431,PAID,,Push,133.2,False,New_Customer
1694,1105,2025-03-11 02:51:56.721934,PAID,,Direct,110.85,False,Low_Value
1695,264,2025-01-06 07:04:43.849664,PAID,,Social,370.88,False,High_Value
1696,1250,2024-09-07 03:40:54.728093,PAID,,Push,39.09,False,New_Customer
1697,676,2024-07-25 05:01:45.275628,PAID,143,Direct,194.06,True,New_Customer
1698,164,2024-08-22 03:44:17.474558,PAID,,SMS,32.49,False,Low_Value
1699,701,2024-07-22 18:08:21.784407,PAID,120,Social,118.87,True,Low_Value
1700,1992,2025-01-17 06:55:33.249144,PAID,814,Direct,148.53,True,Medium_Value
1701,1547,2025-06-29 11:55:59.546797,CANCEL,,Email,150.2,False,Medium_Value
1702,970,2024-12-21 11:43:39.404064,PAID,,SMS,51.22,False,Low_Value
1703,1812,2024-12-28 18:14:34.143549,PAID,,Email,40.7,False,New_Customer
1704,1917,2024-09-06 17:49:13.411649,PAID,,SMS,80.29,False,New_Customer
1705,1468,2024-11-10 16:42:57.394558,PAID,557,Direct,108.3,True,New_Customer
1706,612,2024-10-14 17:21:08.078946,CANCEL,,Push,87.19,False,New_Customer
1707,1164,2025-05-16 08:39:54.176051,CANCEL,317,Email,37.97,True,Low_Value
1708,796,2025-03-05 18:11:58.504740,PAID,,SMS,61.77,False,Low_Value
1709,352,2025-01-22 11:06:31.238041,PAID,,SMS,27.12,False,Low_Value
1710,1623,2025-04-20 21:14:55.400414,PAID,,Social,193.1,False,High_Value
1711,1580,2024-10-16 18:31:20.835218,PAID,,Push,71.95,False,New_Customer
1712,1362,2024-09-01 05:09:49.953214,PAID,349,Email,113.91,True,New_Customer
1713,1501,2024-10-07 10:23:52.475882,PAID,,SMS,24.93,False,Low_Value
1714,1571,2025-01-03 18:20:59.217434,PAID,1430,Email,602.02,True,High_Value
1715,650,2024-09-22 11:48:06.140364,PAID,,Email,378.36,False,High_Value
1716,1164,2024-12-06 20:22:29.504122,PAID,258,SMS,38.46,True,Low_Value
1717,329,2024-09-26 18:56:36.793948,PAID,,Email,118.8,False,New_Customer
1718,1412,2024-09-15 17:39:58.031010,PAID,,SMS,266.51,False,High_Value
1719,1980,2024-12-02 14:23:00.942933,CANCEL,,SMS,309.59,False,High_Value
1720,1930,2025-05-29 17:46:47.477267,PAID,,Email,37.54,False,New_Customer
1721,780,2025-01-11 19:43:26.463511,PAID,,Push,146.14,False,Medium_Value
1722,522,2025-01-21 06:19:25.900017,PAID,,Social,244.85,False,High_Value
1723,277,2024-09-28 09:35:52.522871,PAID,,Push,183.3,False,Medium_Value
1724,1814,2025-02-05 04:25:00.823963,CANCEL,453,Direct,108.12,True,Low_Value
1725,521,2025-05-06 07:00:23.564913,PAID,,Push,103.79,False,Low_Value
1726,1773,2024-07-04 21:13:46.237101,PAID,,Email,181.5,False,Medium_Value
1727,1604,2025-02-14 13:41:51.278160,PAID,,Social,165.89,False,High_Value
1728,1401,2024-09-23 10:05:42.779178,CANCEL,,Push,190.68,False,Medium_Value
1729,1858,2024-11-24 13:49:52.508588,PAID,,Direct,149.86,False,Medium_Value
1730,1090,2024-12-24 07:28:12.229343,PAID,,Push,306.99,False,High_Value
1731,941,2024-08-27 07:39:21.019492,PAID,,Direct,56.63,False,Low_Value
1732,751,2024-08-08 00:25:08.063432,CANCEL,,SMS,332.12,False,High_Value
1733,875,2025-03-02 10:58:05.811186,PAID,113,Push,80.98,True,Low_Value
1734,1666,2025-01-20 09:44:26.484485,PAID,1257,Email,125.43,True,New_Customer
1735,1928,2024-12-23 07:40:23.786731,PAID,,Email,29.75,False,Low_Value
1736,1419,2025-04-24 10:54:47.848696,PAID,,Push,167.25,False,High_Value
1737,1765,2025-06-17 02:38:45.259642,PAID,955,SMS,110.47,True,Low_Value
1738,530,2024-12-22 20:55:26.964508,PAID,,SMS,92.37,False,Low_Value
1739,719,2024-11-14 07:02:34.911872,PAID,,Push,138.7,False,Medium_Value
1740,1614,2024-07-09 11:41:32.428828,PAID,,Email,85.23,False,Medium_Value
1741,1921,2024-09-18 22:01:35.177691,PAID,,Push,89.77,False,Low_Value
1742,1586,2025-05-20 01:18:36.617647,PAID,,Push,36.39,False,Low_Value
1743,1496,2025-06-13 04:07:37.235853,PAID,,Email,25.52,False,New_Customer
1744,1286,2024-10-07 02:37:57.921095,PAID,846,Push,173.12,True,New_Customer
1745,102,2025-06-16 17:45:12.854444,PAID,1057,SMS,89.72,True,New_Customer
1746,1995,2025-04-06 21:27:39.117383,PAID,,Direct,197.98,False,Medium_Value
1747,1252,2025-05-25 14:36:59.886325,PAID,,SMS,86.29,False,Low_Value
1748,148,2025-01-13 21:52:19.053038,PAID,,SMS,136.98,False,Medium_Value
1749,227,2025-02-03 06:41:26.716105,PAID,,Email,50.39,False,Low_Value
1750,731,2025-05-03 13:50:06.312140,CANCEL,216,Push,60.27,True,New_Customer
1751,886,2024-12-22 13:16:16.782119,PAID,850,Email,106.61,True,Low_Value
1752,1189,2025-03-14 23:59:25.158885,PAID,539,Push,51.15,True,Low_Value
1753,549,2024-10-21 01:13:17.675372,PAID,43,Direct,209.58,True,New_Customer
1754,1227,2025-03-26 22:15:44.574473,PAID,,Email,172.01,False,Medium_Value
1755,215,2025-01-30 14:23:06.372569,PAID,733,Email,211.92,True,Medium_Value
1756,862,2024-11-12 03:25:19.560045,PAID,,Email,130.13,False,Medium_Value
1757,1927,2024-10-03 07:59:24.270027,CANCEL,,Social,60.72,False,New_Customer
1758,154,2024-10-03 00:50:11.558903,PAID,,Direct,47.31,False,New_Customer
1759,116,2025-04-06 19:29:43.668568,PAID,,Push,98.74,False,Medium_Value
1760,1426,2025-01-22 05:29:55.883869,PAID,,Push,56.74,False,Low_Value
1761,1340,2024-08-14 12:59:34.087677,PAID,,Push,103.64,False,Low_Value
1762,1408,2025-06-17 14:50:48.683986,PAID,,Social,77.19,False,New_Customer
1763,1825,2024-10-05 08:21:55.837393,PAID,,SMS,235.99,False,High_Value
1764,1340,2024-08-17 23:40:34.821941,PAID,,Email,92.87,False,Low_Value
1765,283,2025-06-10 06:26:39.844347,CANCEL,,SMS,159.83,False,New_Customer
1766,1498,2025-02-16 00:03:13.132648,PAID,,Push,75.2,False,Medium_Value
1767,63,2025-05-22 20:59:31.079426,PAID,,Push,131.5,False,Medium_Value
1768,554,2025-06-20 06:44:29.546567,CANCEL,,SMS,97.53,False,New_Customer
1769,117,2024-11-14 02:31:39.949231,PAID,,Push,107.2,False,Medium_Value
1770,1894,2024-12-14 13:06:20.143999,PAID,,Email,44.4,False,Low_Value
1771,1811,2025-06-15 15:20:24.118667,PAID,,Social,65.82,False,Medium_Value
1772,228,2024-10-28 16:54:56.507908,PAID,,SMS,435.95,False,High_Value
1773,1057,2025-06-21 23:30:17.807675,PAID,,Direct,48.09,False,New_Customer
1774,22,2025-07-01 22:09:42.464222,CANCEL,,SMS,199.47,False,High_Value
1775,520,2024-07-27 00:32:39.319381,PAID,,Email,120.18,False,New_Customer
1776,232,2025-03-06 14:50:51.165080,PAID,,Push,180.63,False,High_Value
1777,454,2024-11-13 07:30:36.334580,PAID,1229,Direct,135.76,True,New_Customer
1778,1569,2024-10-28 20:18:48.494738,CANCEL,705,Social,195.0,True,Medium_Value
1779,942,2024-12-26 04:42:08.486546,PAID,,Email,93.42,False,Medium_Value
1780,286,2024-10-24 19:39:25.321187,PAID,,Push,86.99,False,Medium_Value
1781,1264,2025-03-12 15:22:09.918573,PAID,,Social,123.62,False,New_Customer
1782,321,2024-07-09 20:24:13.503174,CANCEL,,Email,213.51,False,High_Value
1783,430,2025-01-26 20:20:03.928303,PAID,585,Direct,170.31,True,Medium_Value
1784,955,2024-11-13 16:16:58.203645,PAID,,SMS,99.91,False,New_Customer
1785,1540,2025-03-04 13:21:28.720436,PAID,,SMS,92.02,False,New_Customer
1786,1427,2024-08-28 17:50:11.255583,PAID,,Direct,233.94,False,Medium_Value
1787,1396,2024-08-07 05:57:46.109382,PAID,,SMS,72.06,False,Medium_Value
1788,717,2024-11-22 22:55:38.205308,PAID,,SMS,96.72,False,Low_Value
1789,1015,2024-10-22 11:51:30.569767,PAID,469,SMS,183.68,True,New_Customer
1790,1846,2025-03-09 01:52:30.416764,PAID,321,Push,162.5,True,New_Customer
1791,845,2025-02-16 14:51:15.750402,PAID,,Email,74.56,False,Medium_Value
1792,1253,2024-09-22 06:39:32.658719,PAID,,Social,211.77,False,Medium_Value
1793,1944,2024-10-23 21:53:53.595648,PAID,,Direct,172.82,False,High_Value
1794,924,2025-06-22 13:11:59.707682,PAID,1254,SMS,336.95,True,High_Value
1795,375,2024-11-28 11:32:19.076730,PAID,,Push,45.14,False,Low_Value
1796,1395,2025-01-10 02:52:40.486048,PAID,,Push,253.49,False,Medium_Value
1797,1309,2024-10-06 23:38:18.725894,PAID,,SMS,91.52,False,Medium_Value
1798,782,2025-02-23 04:45:18.009384,PAID,,Email,182.55,False,Medium_Value
1799,1191,2025-01-12 15:07:31.660707,PAID,,Direct,76.29,False,Low_Value
1800,1582,2024-07-23 00:51:10.400804,PAID,,Email,102.66,False,New_Customer
1801,1677,2025-06-17 17:22:08.060334,PAID,,Push,66.01,False,New_Customer
1802,1869,2025-04-25 09:05:55.759586,PAID,,Social,105.66,False,New_Customer
1803,1638,2025-06-06 09:55:37.689292,PAID,,SMS,350.04,False,High_Value
1804,1743,2024-08-06 18:10:39.622067,PAID,,Direct,133.61,False,High_Value
1805,805,2024-11-10 16:20:59.379791,PAID,,Direct,468.78,False,High_Value
1806,271,2024-07-30 12:53:50.340090,PAID,,Direct,163.48,False,Medium_Value
1807,1295,2025-04-19 08:52:14.444525,PAID,,Social,396.86,False,High_Value
1808,839,2025-02-08 04:03:10.733591,PAID,,Direct,130.9,False,New_Customer
1809,1322,2024-08-06 01:14:09.259324,PAID,,SMS,43.43,False,Low_Value
1810,859,2025-05-11 11:15:32.856485,PAID,,SMS,49.49,False,New_Customer
1811,1396,2025-06-30 13:33:11.413516,CANCEL,,SMS,94.85,False,Medium_Value
1812,1399,2025-01-08 17:42:22.102467,PAID,,Social,75.03,False,New_Customer
1813,1450,2025-03-26 07:48:08.179762,PAID,,Social,47.94,False,Low_Value
1814,564,2024-10-03 11:09:46.140593,PAID,,SMS,573.98,False,High_Value
1815,1111,2025-01-11 19:31:01.379002,PAID,362,Email,103.07,True,Low_Value
1816,360,2025-03-24 10:54:07.542511,PAID,,Email,78.87,False,Low_Value
1817,1111,2025-01-28 14:26:17.623169,PAID,,Email,46.97,False,Low_Value
1818,300,2024-12-13 18:09:14.175373,PAID,,Email,34.21,False,Low_Value
1819,1957,2025-02-18 02:08:57.570830,PAID,,Email,85.43,False,New_Customer
1820,551,2024-10-05 20:46:07.662520,PAID,,Push,103.2,False,Low_Value
1821,970,2024-11-10 03:34:27.987086,PAID,,SMS,39.25,False,Low_Value
1822,174,2025-05-08 11:12:09.498920,PAID,,Email,462.14,False,High_Value
1823,894,2024-09-04 05:01:36.367926,PAID,,Direct,50.7,False,Low_Value
1824,1914,2024-12-03 00:09:08.338076,PAID,,Email,124.95,False,Medium_Value
1825,186,2025-04-29 18:18:46.304665,PAID,,SMS,382.97,False,High_Value
