promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,budget_allocated,cost_per_acquisition
306,Cross_Sell_Fixed_Amount_306,Fixed_Amount,62.89,28.27,2025-07-10 07:38:25.573387,2025-07-13 07:38:25.573387,3,All_Customers,In_App,Cross_Sell,Sports,0.081,39951.75,33.31
307,Cross_Sell_Percentage_Discount_307,Percentage_Discount,35.7,14.64,2025-07-07 01:41:16.036325,2025-07-24 01:41:16.036325,17,High_Value,SMS,Cross_Sell,,0.126,7072.1,20.59
308,Cross_Sell_Fixed_Amount_308,Fixed_Amount,12.93,6.08,2024-11-11 03:23:43.893773,2024-11-27 03:23:43.893773,16,Low_Value,Push,Cross_Sell,Beauty,0.186,23521.29,28.89
309,Reactivation_BOGO_309,BOGO,0.0,10.76,2025-04-12 00:12:07.579446,2025-05-27 00:12:07.579446,45,New_Customer,Push,Reactivation,,0.109,10816.01,41.46
310,Reactivation_Percentage_Discount_310,Percentage_Discount,9.8,78.59,2025-06-09 03:12:47.891622,2025-08-06 03:12:47.891622,58,Lapsed,In_App,Reactivation,Home,0.199,41635.73,32.49
311,Reactivation_Percentage_Discount_311,Percentage_Discount,48.3,0.0,2025-01-01 03:39:36.326316,2025-02-17 03:39:36.326316,47,All_Customers,SMS,Reactivation,Electronics,0.141,29207.14,49.58
312,Acquisition_Percentage_Discount_312,Percentage_Discount,27.9,71.14,2025-05-18 17:19:47.821517,2025-07-05 17:19:47.821517,48,Low_Value,SMS,Acquisition,,0.05,49703.85,6.2
313,Retention_BOGO_313,BOGO,0.0,2.82,2025-07-18 04:56:46.862000,2025-08-04 04:56:46.862000,17,All_Customers,Social,Retention,,0.088,39179.27,28.52
314,Upsell_Free_Shipping_314,Free_Shipping,0.0,37.44,2024-08-05 07:31:02.708905,2024-08-23 07:31:02.708905,18,All_Customers,Push,Upsell,Sports,0.058,37418.87,26.6
315,Retention_Free_Shipping_315,Free_Shipping,0.0,0.0,2025-06-30 21:36:08.915574,2025-07-03 21:36:08.915574,3,High_Value,Website_Banner,Retention,,0.23,26600.97,47.75
316,Reactivation_Percentage_Discount_316,Percentage_Discount,14.1,76.61,2025-06-06 22:58:07.926964,2025-07-27 22:58:07.926964,51,Medium_Value,Website_Banner,Reactivation,,0.227,21927.64,16.01
317,Acquisition_Fixed_Amount_317,Fixed_Amount,37.6,40.21,2025-05-14 01:15:40.431664,2025-07-12 01:15:40.431664,59,All_Customers,Push,Acquisition,,0.154,20384.53,11.41
318,Cross_Sell_Free_Shipping_318,Free_Shipping,0.0,31.14,2025-05-22 00:28:32.568086,2025-06-08 00:28:32.568086,17,New_Customer,Email,Cross_Sell,,0.142,14853.87,14.58
319,Acquisition_Percentage_Discount_319,Percentage_Discount,20.1,63.67,2024-10-15 23:51:32.210901,2024-11-22 23:51:32.210901,38,All_Customers,SMS,Acquisition,Books,0.213,42565.68,39.01
320,Retention_BOGO_320,BOGO,0.0,71.71,2025-06-27 18:17:08.633092,2025-07-10 18:17:08.633092,13,Medium_Value,Push,Retention,Sports,0.245,36501.04,39.94
321,Reactivation_Free_Shipping_321,Free_Shipping,0.0,6.1,2025-03-08 16:58:07.071900,2025-04-16 16:58:07.071900,39,New_Customer,Push,Reactivation,,0.106,3526.85,9.09
322,Cross_Sell_Percentage_Discount_322,Percentage_Discount,15.1,66.57,2025-07-01 04:13:20.470378,2025-07-09 04:13:20.470378,8,Medium_Value,Social,Cross_Sell,,0.095,11481.75,27.67
323,Cross_Sell_Fixed_Amount_323,Fixed_Amount,66.64,10.57,2025-09-08 21:30:23.208164,2025-09-22 21:30:23.208164,14,High_Value,Website_Banner,Cross_Sell,Beauty,0.142,41839.36,46.09
324,Reactivation_Percentage_Discount_324,Percentage_Discount,36.4,0.0,2025-03-03 16:06:16.952518,2025-03-18 16:06:16.952518,15,High_Value,Website_Banner,Reactivation,Electronics,0.208,24374.26,47.79
325,Cross_Sell_Percentage_Discount_325,Percentage_Discount,32.7,0.0,2025-03-30 13:53:01.597535,2025-04-10 13:53:01.597535,11,Low_Value,Push,Cross_Sell,Home,0.077,20532.5,35.27
326,Retention_Percentage_Discount_326,Percentage_Discount,24.9,14.87,2024-11-09 00:27:07.284523,2024-11-23 00:27:07.284523,14,Low_Value,Website_Banner,Retention,Sports,0.112,48419.48,12.36
327,Reactivation_BOGO_327,BOGO,0.0,,2024-11-21 00:37:16.018749,2024-12-18 00:37:16.018749,27,Lapsed,Email,Reactivation,Sports,0.052,31849.9,34.37
328,Retention_Fixed_Amount_328,Fixed_Amount,49.02,53.27,2025-03-26 04:26:10.359230,2025-03-31 04:26:10.359230,5,Lapsed,Website_Banner,Retention,Books,0.066,26180.43,28.65
329,Upsell_Percentage_Discount_329,Percentage_Discount,11.6,10.92,2024-08-21 09:06:55.708943,2024-09-01 09:06:55.708943,11,Low_Value,Push,Upsell,,0.161,28730.9,10.79
330,Retention_BOGO_330,BOGO,0.0,0.0,2025-07-28 21:45:51.970251,2025-08-07 21:45:51.970251,10,New_Customer,SMS,Retention,,0.214,13243.93,49.14
331,Cross_Sell_BOGO_331,BOGO,0.0,1.62,2025-05-20 17:23:11.865663,2025-05-30 17:23:11.865663,10,Low_Value,Push,Cross_Sell,Beauty,0.214,2621.44,44.73
332,Upsell_Fixed_Amount_332,Fixed_Amount,62.65,0.0,2024-11-10 17:52:45.781477,2024-11-19 17:52:45.781477,9,All_Customers,In_App,Upsell,Electronics,0.096,7230.78,12.26
333,Cross_Sell_BOGO_333,BOGO,0.0,79.18,2025-08-26 20:33:40.286433,2025-09-06 20:33:40.286433,11,Lapsed,In_App,Cross_Sell,,0.091,16507.86,29.33
334,Upsell_Percentage_Discount_334,Percentage_Discount,25.5,0.0,2025-09-11 22:04:34.292732,2025-09-14 22:04:34.292732,3,Medium_Value,Email,Upsell,Electronics,0.199,5880.3,6.94
335,Cross_Sell_Free_Shipping_335,Free_Shipping,0.0,73.06,2025-07-18 19:25:47.827555,2025-07-23 19:25:47.827555,5,All_Customers,Email,Cross_Sell,Books,0.095,45212.02,27.31
336,Reactivation_Percentage_Discount_336,Percentage_Discount,41.3,31.2,2024-07-26 10:21:38.632580,2024-08-10 10:21:38.632580,15,New_Customer,Website_Banner,Reactivation,,0.107,21340.5,36.49
337,Retention_BOGO_337,BOGO,0.0,0.0,2024-08-13 00:40:35.371715,2024-08-22 00:40:35.371715,9,Low_Value,SMS,Retention,,0.222,23279.25,34.58
338,Upsell_Fixed_Amount_338,Fixed_Amount,21.39,61.21,2024-07-19 09:49:01.429879,2024-07-29 09:49:01.429879,10,Lapsed,In_App,Upsell,Books,0.063,14940.27,44.89
339,Retention_Free_Shipping_339,Free_Shipping,0.0,64.79,2025-03-23 09:39:17.012995,2025-04-11 09:39:17.012995,19,Medium_Value,In_App,Retention,,0.209,26884.01,5.69
340,Cross_Sell_BOGO_340,BOGO,0.0,25.02,2024-07-13 09:28:59.832778,2024-07-24 09:28:59.832778,11,High_Value,In_App,Cross_Sell,Books,0.232,9546.87,33.15
341,Upsell_Free_Shipping_341,Free_Shipping,0.0,9.63,2024-07-29 01:11:54.890911,2024-08-18 01:11:54.890911,20,Medium_Value,In_App,Upsell,Clothing,0.172,32020.39,45.38
342,Retention_Percentage_Discount_342,Percentage_Discount,11.4,0.0,2025-06-04 03:40:54.311346,2025-06-13 03:40:54.311346,9,Low_Value,In_App,Retention,,0.115,9500.39,5.72
343,Reactivation_Free_Shipping_343,Free_Shipping,0.0,20.27,2024-08-01 22:54:27.208368,2024-09-27 22:54:27.208368,57,High_Value,Email,Reactivation,Beauty,0.194,28928.24,33.74
344,Upsell_Percentage_Discount_344,Percentage_Discount,19.4,0.0,2025-08-16 18:20:39.107878,2025-08-31 18:20:39.107878,15,Low_Value,Website_Banner,Upsell,,0.231,42676.64,49.37
345,Cross_Sell_Percentage_Discount_345,Percentage_Discount,45.9,84.77,2025-05-14 00:33:06.923954,2025-05-19 00:33:06.923954,5,High_Value,Social,Cross_Sell,Clothing,0.208,5132.58,44.65
346,Retention_Fixed_Amount_346,Fixed_Amount,92.22,0.0,2025-07-08 17:57:49.260941,2025-07-22 17:57:49.260941,14,Medium_Value,In_App,Retention,,0.124,28682.14,21.64
347,Reactivation_Percentage_Discount_347,Percentage_Discount,41.3,49.82,2024-12-10 23:12:19.923988,2025-01-22 23:12:19.923988,43,New_Customer,Social,Reactivation,Beauty,0.084,39297.12,31.89
348,Acquisition_Fixed_Amount_348,Fixed_Amount,95.73,23.94,2024-12-25 04:53:30.984822,2025-01-22 04:53:30.984822,28,Lapsed,Push,Acquisition,Clothing,0.153,38190.91,14.45
349,Acquisition_BOGO_349,BOGO,0.0,91.32,2024-07-27 15:49:15.061731,2024-09-17 15:49:15.061731,52,New_Customer,Email,Acquisition,Home,0.211,23303.7,21.55
350,Acquisition_Fixed_Amount_350,Fixed_Amount,75.78,69.41,2024-07-16 06:57:35.222579,2024-08-05 06:57:35.222579,20,High_Value,SMS,Acquisition,,0.198,27210.21,20.6
351,Cross_Sell_BOGO_351,BOGO,0.0,0.0,2024-10-04 13:25:47.411940,2024-10-18 13:25:47.411940,14,New_Customer,Push,Cross_Sell,Sports,0.241,43223.09,21.19
352,Reactivation_BOGO_352,BOGO,0.0,0.0,2024-07-05 02:33:29.836140,2024-08-31 02:33:29.836140,57,Low_Value,SMS,Reactivation,Clothing,0.181,34068.95,33.63
353,Cross_Sell_BOGO_353,BOGO,0.0,80.93,2025-01-17 16:11:59.858221,2025-01-23 16:11:59.858221,6,All_Customers,Social,Cross_Sell,,0.113,37668.07,41.62
354,Acquisition_Free_Shipping_354,Free_Shipping,0.0,0.0,2024-10-05 18:03:13.929965,2024-11-09 18:03:13.929965,35,High_Value,Social,Acquisition,,0.248,10083.82,29.11
355,Reactivation_Fixed_Amount_355,Fixed_Amount,95.99,69.33,2025-07-13 12:28:26.397616,2025-09-08 12:28:26.397616,57,All_Customers,Email,Reactivation,,0.148,14539.83,16.62
356,Retention_Free_Shipping_356,Free_Shipping,0.0,0.0,2024-12-28 14:33:20.489293,2025-01-17 14:33:20.489293,20,Lapsed,SMS,Retention,,0.195,47468.73,15.16
357,Acquisition_Percentage_Discount_357,Percentage_Discount,29.9,89.41,2024-08-03 01:20:45.774069,2024-09-29 01:20:45.774069,57,Lapsed,SMS,Acquisition,Sports,0.225,41839.27,6.66
358,Upsell_BOGO_358,BOGO,0.0,,2025-06-06 06:48:39.705708,2025-06-19 06:48:39.705708,13,All_Customers,Social,Upsell,,0.193,13320.0,10.45
359,Cross_Sell_Fixed_Amount_359,Fixed_Amount,9.51,,2024-10-30 11:27:41.265199,2024-11-12 11:27:41.265199,13,All_Customers,In_App,Cross_Sell,,0.154,33698.11,26.03
360,Reactivation_Fixed_Amount_360,Fixed_Amount,48.14,0.0,2025-07-11 18:38:44.044097,2025-07-25 18:38:44.044097,14,Lapsed,Push,Reactivation,,0.06,43577.68,37.78
361,Acquisition_BOGO_361,BOGO,0.0,0.0,2025-03-24 11:57:02.414200,2025-05-06 11:57:02.414200,43,High_Value,Push,Acquisition,,0.127,44167.01,44.78
362,Upsell_BOGO_362,BOGO,0.0,82.86,2025-01-11 04:46:12.769082,2025-01-31 04:46:12.769082,20,Low_Value,SMS,Upsell,,0.062,30190.52,42.4
363,Retention_Free_Shipping_363,Free_Shipping,0.0,0.0,2025-07-11 23:17:09.684503,2025-07-24 23:17:09.684503,13,Lapsed,Email,Retention,Sports,0.137,10579.68,22.72
364,Reactivation_BOGO_364,BOGO,0.0,72.84,2025-04-11 06:52:31.039630,2025-05-20 06:52:31.039630,39,New_Customer,In_App,Reactivation,Beauty,0.206,28559.65,7.07
365,Retention_Percentage_Discount_365,Percentage_Discount,22.8,0.0,2024-09-15 09:43:40.354808,2024-09-28 09:43:40.354808,13,New_Customer,Social,Retention,Home,0.198,33489.52,36.01
366,Acquisition_Percentage_Discount_366,Percentage_Discount,32.1,91.65,2024-11-06 12:53:15.224164,2024-12-29 12:53:15.224164,53,Low_Value,Email,Acquisition,,0.139,9023.75,11.21
367,Retention_Percentage_Discount_367,Percentage_Discount,11.7,16.61,2024-07-31 06:44:40.345925,2024-08-06 06:44:40.345925,6,All_Customers,Website_Banner,Retention,,0.246,39570.72,5.27
368,Upsell_Fixed_Amount_368,Fixed_Amount,20.45,34.17,2025-06-24 17:37:01.380725,2025-07-02 17:37:01.380725,8,All_Customers,Website_Banner,Upsell,,0.106,9263.34,30.71
369,Upsell_BOGO_369,BOGO,0.0,40.45,2025-04-25 19:48:53.059992,2025-05-14 19:48:53.059992,19,Medium_Value,Website_Banner,Upsell,Sports,0.197,33342.61,36.83
370,Reactivation_Fixed_Amount_370,Fixed_Amount,27.63,0.0,2025-06-09 17:32:00.319334,2025-07-27 17:32:00.319334,48,All_Customers,Email,Reactivation,,0.078,15832.77,16.58
371,Acquisition_Fixed_Amount_371,Fixed_Amount,27.8,0.0,2025-03-15 15:38:18.047997,2025-05-02 15:38:18.047997,48,High_Value,In_App,Acquisition,Books,0.209,20664.4,47.43
372,Reactivation_Free_Shipping_372,Free_Shipping,0.0,52.23,2025-01-02 00:38:48.148594,2025-02-28 00:38:48.148594,57,High_Value,Push,Reactivation,Electronics,0.212,13088.98,43.82
373,Retention_Fixed_Amount_373,Fixed_Amount,76.46,0.0,2025-08-14 22:35:47.933977,2025-09-02 22:35:47.933977,19,Medium_Value,Social,Retention,,0.16,1916.75,10.42
374,Reactivation_Free_Shipping_374,Free_Shipping,0.0,76.91,2025-05-02 08:15:54.618982,2025-06-03 08:15:54.618982,32,Low_Value,Website_Banner,Reactivation,,0.108,11646.43,49.79
375,Upsell_Free_Shipping_375,Free_Shipping,0.0,28.53,2025-03-12 17:37:28.628302,2025-03-29 17:37:28.628302,17,Low_Value,Website_Banner,Upsell,Beauty,0.077,22279.3,28.9
376,Reactivation_Percentage_Discount_376,Percentage_Discount,23.9,74.9,2025-02-25 00:13:56.587954,2025-04-08 00:13:56.587954,42,Medium_Value,Email,Reactivation,Books,0.105,40514.39,13.54
377,Upsell_BOGO_377,BOGO,0.0,0.0,2024-07-19 17:49:10.316181,2024-08-02 17:49:10.316181,14,New_Customer,In_App,Upsell,,0.18,21166.98,24.09
378,Upsell_Fixed_Amount_378,Fixed_Amount,93.26,30.73,2025-06-27 09:33:59.755577,2025-07-13 09:33:59.755577,16,All_Customers,Website_Banner,Upsell,Home,0.053,48182.62,19.93
379,Cross_Sell_Percentage_Discount_379,Percentage_Discount,42.1,66.88,2025-02-11 10:08:04.003224,2025-02-14 10:08:04.003224,3,Medium_Value,Email,Cross_Sell,,0.088,25362.71,30.14
380,Upsell_Percentage_Discount_380,Percentage_Discount,30.8,57.52,2025-06-09 00:37:34.142758,2025-06-23 00:37:34.142758,14,New_Customer,Social,Upsell,,0.084,9777.9,32.57
381,Acquisition_Free_Shipping_381,Free_Shipping,0.0,26.9,2024-10-02 08:01:08.923276,2024-10-18 08:01:08.923276,16,Lapsed,SMS,Acquisition,,0.102,49830.33,14.57
382,Cross_Sell_BOGO_382,BOGO,0.0,0.0,2025-01-03 21:08:45.530865,2025-01-08 21:08:45.530865,5,All_Customers,In_App,Cross_Sell,,0.213,27876.93,38.37
383,Acquisition_Fixed_Amount_383,Fixed_Amount,-5.0,0.0,2025-01-17 23:26:47.847172,2025-02-25 23:26:47.847172,39,New_Customer,Social,Acquisition,Home,0.191,6032.86,27.76
384,Acquisition_Free_Shipping_384,Free_Shipping,0.0,31.92,2024-08-10 15:19:35.152273,2024-09-08 15:19:35.152273,29,Medium_Value,Push,Acquisition,,0.077,5879.48,37.31
385,Retention_Free_Shipping_385,Free_Shipping,0.0,,2024-11-05 08:37:08.274443,2024-11-15 08:37:08.274443,10,Low_Value,Email,Retention,,0.192,21003.75,6.66
386,Upsell_BOGO_386,BOGO,0.0,0.0,2024-12-19 05:55:49.068173,2025-01-06 05:55:49.068173,18,Low_Value,Email,Upsell,Sports,0.083,7697.58,19.53
387,Cross_Sell_Percentage_Discount_387,Percentage_Discount,29.6,0.0,2024-10-07 06:23:41.974528,2024-10-14 06:23:41.974528,7,Low_Value,SMS,Cross_Sell,,0.071,23450.33,18.9
388,Acquisition_Free_Shipping_388,Free_Shipping,0.0,57.92,2024-12-31 23:12:02.288752,2025-02-07 23:12:02.288752,38,High_Value,SMS,Acquisition,Beauty,0.225,7393.76,6.16
389,Cross_Sell_Free_Shipping_389,Free_Shipping,0.0,0.0,2024-07-14 18:04:29.064369,2024-07-23 18:04:29.064369,9,High_Value,Email,Cross_Sell,Books,0.181,14442.98,48.1
390,Retention_Free_Shipping_390,Free_Shipping,0.0,0.0,2024-09-17 06:23:28.701839,2024-10-02 06:23:28.701839,15,New_Customer,Push,Retention,,0.236,36817.7,37.32
391,Retention_Free_Shipping_391,Free_Shipping,0.0,0.0,2024-07-07 18:42:02.378662,2024-07-24 18:42:02.378662,17,Lapsed,In_App,Retention,,0.24,14840.57,13.22
392,Upsell_Free_Shipping_392,Free_Shipping,0.0,24.53,2024-07-28 02:52:26.903134,2024-08-15 02:52:26.903134,18,Low_Value,In_App,Upsell,Electronics,0.22,40511.35,45.49
393,Retention_BOGO_393,BOGO,0.0,0.0,2025-01-03 08:38:39.665628,2025-01-22 08:38:39.665628,19,New_Customer,Website_Banner,Retention,,0.192,27088.74,32.3
394,Cross_Sell_BOGO_394,BOGO,0.0,0.0,2025-04-10 12:35:24.048093,2025-04-21 12:35:24.048093,11,Lapsed,Social,Cross_Sell,,0.16,13612.95,23.99
395,Upsell_Fixed_Amount_395,Fixed_Amount,16.78,65.17,2025-07-19 16:16:53.328909,2025-08-05 16:16:53.328909,17,Lapsed,Push,Upsell,,0.053,13506.33,13.36
396,Retention_Free_Shipping_396,Free_Shipping,0.0,0.0,2024-11-03 14:02:19.424730,2024-11-07 14:02:19.424730,4,Medium_Value,Email,Retention,,0.09,26916.07,20.31
397,Reactivation_BOGO_397,BOGO,0.0,63.47,2024-08-20 05:29:31.997906,2024-10-02 05:29:31.997906,43,Low_Value,Social,Reactivation,Books,0.246,11257.26,35.3
398,Retention_Fixed_Amount_398,Fixed_Amount,12.42,0.0,2025-02-19 11:17:31.659260,2025-03-11 11:17:31.659260,20,New_Customer,SMS,Retention,,0.127,10480.81,11.14
399,Cross_Sell_Percentage_Discount_399,Percentage_Discount,10.9,65.24,2025-02-25 12:09:23.984105,2025-03-06 12:09:23.984105,9,All_Customers,Website_Banner,Cross_Sell,,0.074,31831.58,38.96
400,Reactivation_BOGO_400,BOGO,0.0,0.0,2024-07-16 22:10:06.893948,2024-08-03 22:10:06.893948,18,Low_Value,Social,Reactivation,Clothing,0.238,25375.82,31.59
401,Upsell_Fixed_Amount_401,Fixed_Amount,7.96,0.0,2024-10-29 06:16:40.147418,2024-11-18 06:16:40.147418,20,Low_Value,Social,Upsell,,0.131,34673.13,42.42
402,Cross_Sell_Fixed_Amount_402,Fixed_Amount,63.51,8.98,2025-07-28 22:31:16.061180,2025-08-16 22:31:16.061180,19,High_Value,Website_Banner,Cross_Sell,Sports,0.217,32459.9,31.0
403,Cross_Sell_Free_Shipping_403,Free_Shipping,0.0,1.09,2024-10-07 22:30:23.997678,2024-10-28 22:30:23.997678,21,High_Value,Website_Banner,Cross_Sell,,0.088,8447.53,44.73
404,Cross_Sell_BOGO_404,BOGO,0.0,6.66,2024-07-17 09:24:45.652553,2024-07-21 09:24:45.652553,4,All_Customers,SMS,Cross_Sell,,0.091,42387.19,15.26
405,Acquisition_Free_Shipping_405,Free_Shipping,0.0,0.0,2024-08-19 21:59:15.982126,2024-10-04 21:59:15.982126,46,New_Customer,Email,Acquisition,,0.211,24834.57,33.86
406,Acquisition_BOGO_406,BOGO,0.0,11.74,2025-07-06 06:21:38.986963,2025-07-24 06:21:38.986963,18,Medium_Value,SMS,Acquisition,,0.21,37639.46,45.44
407,Retention_BOGO_407,BOGO,0.0,4.87,2024-11-25 22:41:21.693456,2024-12-08 22:41:21.693456,13,Low_Value,Push,Retention,Beauty,0.116,1291.28,48.65
408,Acquisition_Percentage_Discount_408,Percentage_Discount,26.1,0.0,2024-08-06 03:48:33.901026,2024-09-03 03:48:33.901026,28,New_Customer,In_App,Acquisition,Clothing,0.231,7261.23,33.66
409,Reactivation_Percentage_Discount_409,Percentage_Discount,34.9,30.47,2025-07-03 17:50:15.927892,2025-07-25 17:50:15.927892,22,All_Customers,SMS,Reactivation,,0.134,17339.65,44.32
410,Reactivation_BOGO_410,BOGO,0.0,71.38,2025-07-30 04:37:23.149981,2025-09-23 04:37:23.149981,55,Low_Value,Website_Banner,Reactivation,,0.09,30267.9,34.18
411,Reactivation_BOGO_411,BOGO,0.0,8.86,2025-07-22 12:01:18.634447,2025-09-10 12:01:18.634447,50,Low_Value,In_App,Reactivation,,0.086,12093.73,19.41
412,Cross_Sell_Fixed_Amount_412,Fixed_Amount,74.42,97.37,2024-10-10 21:45:59.448099,2024-10-27 21:45:59.448099,17,Low_Value,Push,Cross_Sell,,0.148,7362.54,27.26
413,Retention_Percentage_Discount_413,Percentage_Discount,38.6,63.82,2024-12-01 08:24:46.658558,2024-12-10 08:24:46.658558,9,Low_Value,Social,Retention,Beauty,0.208,47277.68,48.84
414,Upsell_Fixed_Amount_414,Fixed_Amount,68.88,32.1,2025-01-01 17:54:03.291628,2025-01-20 17:54:03.291628,19,New_Customer,Website_Banner,Upsell,,0.052,23634.92,34.88
415,Reactivation_BOGO_415,BOGO,0.0,5.88,2025-09-06 19:09:59.383223,2025-09-22 19:09:59.383223,16,Low_Value,SMS,Reactivation,,0.171,40051.81,49.81
416,Retention_BOGO_416,BOGO,0.0,0.0,2025-09-20 03:49:53.604326,2025-09-28 03:49:53.604326,8,High_Value,Push,Retention,,0.167,9118.86,22.75
417,Acquisition_BOGO_417,BOGO,0.0,82.73,2024-09-14 20:45:55.305038,2024-10-16 20:45:55.305038,32,High_Value,Website_Banner,Acquisition,,0.073,42605.33,22.48
418,Acquisition_BOGO_418,BOGO,0.0,0.0,2025-03-27 22:16:04.075733,2025-05-15 22:16:04.075733,49,Medium_Value,Website_Banner,Acquisition,,0.084,45293.17,18.61
419,Upsell_Percentage_Discount_419,Percentage_Discount,22.1,99.83,2024-12-28 06:35:47.176705,2025-01-05 06:35:47.176705,8,Medium_Value,Email,Upsell,,0.199,7634.01,30.58
420,Upsell_BOGO_420,BOGO,0.0,0.0,2025-03-29 15:18:50.847375,2025-04-15 15:18:50.847375,17,Lapsed,In_App,Upsell,Clothing,0.224,39424.86,25.09
421,Upsell_BOGO_421,BOGO,0.0,66.56,2024-12-16 11:11:44.950563,2024-12-03 11:11:44.950563,13,Medium_Value,Website_Banner,Upsell,,0.101,1719.32,29.96
422,Acquisition_Fixed_Amount_422,Fixed_Amount,87.9,0.0,2025-08-07 00:52:49.026414,2025-09-07 00:52:49.026414,31,New_Customer,In_App,Acquisition,Books,0.185,37057.02,21.4
423,Acquisition_Free_Shipping_423,Free_Shipping,0.0,78.49,2024-08-21 15:39:50.366335,2024-09-29 15:39:50.366335,39,High_Value,Website_Banner,Acquisition,,0.062,1093.06,39.9
424,Cross_Sell_Fixed_Amount_424,Fixed_Amount,14.95,92.26,2025-07-25 09:51:07.307259,2025-08-14 09:51:07.307259,20,New_Customer,SMS,Cross_Sell,,0.106,1901.86,29.01
425,Retention_BOGO_425,BOGO,0.0,54.49,2025-01-29 15:56:37.203826,2025-02-11 15:56:37.203826,13,All_Customers,Push,Retention,Electronics,0.138,3592.86,7.03
426,Retention_Percentage_Discount_426,Percentage_Discount,23.6,53.09,2025-04-18 02:28:45.919085,2025-05-01 02:28:45.919085,13,High_Value,SMS,Retention,Home,0.1,36799.43,48.21
427,Upsell_Fixed_Amount_427,Fixed_Amount,96.05,11.52,2025-02-08 21:53:01.814083,2025-02-16 21:53:01.814083,8,All_Customers,Push,Upsell,Home,0.105,13041.6,47.07
428,Upsell_Free_Shipping_428,Free_Shipping,0.0,24.82,2025-05-03 06:08:07.708073,2025-05-09 06:08:07.708073,6,Medium_Value,Social,Upsell,Clothing,0.138,14510.72,44.55
429,Retention_BOGO_429,BOGO,0.0,33.46,2024-09-30 15:57:24.053836,2024-10-14 15:57:24.053836,14,New_Customer,Website_Banner,Retention,,0.116,37088.01,7.24
430,Retention_Percentage_Discount_430,Percentage_Discount,26.8,27.45,2025-02-08 02:50:58.438986,2025-02-17 02:50:58.438986,9,High_Value,In_App,Retention,,0.106,37468.48,18.16
431,Acquisition_Fixed_Amount_431,Fixed_Amount,8.46,0.0,2024-08-02 06:00:01.376896,2024-09-13 06:00:01.376896,42,Lapsed,Email,Acquisition,Clothing,0.066,16871.05,17.99
432,Acquisition_BOGO_432,BOGO,0.0,95.67,2024-10-08 00:23:43.484009,2024-11-27 00:23:43.484009,50,New_Customer,In_App,Acquisition,Beauty,0.115,47972.8,39.48
433,Retention_BOGO_433,BOGO,0.0,43.09,2024-08-23 07:14:27.105171,2024-09-10 07:14:27.105171,18,Medium_Value,Email,Retention,Clothing,0.101,43467.37,25.88
434,Upsell_Percentage_Discount_434,Percentage_Discount,8.7,0.0,2024-12-06 17:40:57.200883,2024-12-20 17:40:57.200883,14,Medium_Value,Website_Banner,Upsell,Books,0.206,7950.95,42.26
435,Acquisition_Free_Shipping_435,Free_Shipping,0.0,36.44,2025-07-24 12:49:10.974574,2025-08-09 12:49:10.974574,16,Low_Value,In_App,Acquisition,Sports,0.208,34591.75,17.29
436,Acquisition_BOGO_436,BOGO,0.0,89.83,2024-07-29 23:18:59.607811,2024-09-01 23:18:59.607811,34,High_Value,SMS,Acquisition,Home,0.083,30303.24,24.41
437,Retention_BOGO_437,BOGO,0.0,0.0,2025-02-22 01:39:42.998324,2025-02-27 01:39:42.998324,5,New_Customer,In_App,Retention,Electronics,0.109,34139.64,24.41
438,Upsell_Free_Shipping_438,Free_Shipping,0.0,77.5,2025-08-11 03:17:33.794660,2025-08-26 03:17:33.794660,15,Lapsed,Website_Banner,Upsell,Beauty,0.068,20023.36,26.89
439,Retention_Free_Shipping_439,Free_Shipping,0.0,67.59,2025-01-23 09:29:18.045903,2025-02-07 09:29:18.045903,15,New_Customer,Push,Retention,,0.199,5605.84,5.73
440,Cross_Sell_Fixed_Amount_440,Fixed_Amount,82.6,0.0,2025-03-17 09:35:37.672019,2025-04-01 09:35:37.672019,15,New_Customer,Social,Cross_Sell,Electronics,0.22,35771.13,11.26
441,Upsell_Percentage_Discount_441,Percentage_Discount,23.6,92.12,2024-08-24 01:29:02.706569,2024-09-08 01:29:02.706569,15,New_Customer,Social,Upsell,,0.091,11634.07,28.34
442,Reactivation_Fixed_Amount_442,Fixed_Amount,79.56,0.0,2025-06-07 03:53:52.665994,2025-07-22 03:53:52.665994,45,Low_Value,In_App,Reactivation,,0.152,9733.35,31.89
443,Acquisition_Fixed_Amount_443,Fixed_Amount,91.16,28.67,2024-07-12 12:38:06.569107,2024-08-27 12:38:06.569107,46,New_Customer,Website_Banner,Acquisition,,0.08,18620.08,29.29
444,Reactivation_Free_Shipping_444,Free_Shipping,0.0,77.55,2025-03-04 00:35:57.360345,2025-04-08 00:35:57.360345,35,Medium_Value,Push,Reactivation,Home,0.248,48197.22,5.16
445,Upsell_BOGO_445,BOGO,-5.0,28.84,2025-02-19 21:42:32.345274,2025-02-25 21:42:32.345274,6,High_Value,Website_Banner,Upsell,Beauty,0.173,37280.15,45.25
446,Cross_Sell_BOGO_446,BOGO,0.0,16.66,2025-03-05 04:58:35.015013,2025-03-24 04:58:35.015013,19,Low_Value,Website_Banner,Cross_Sell,,0.171,22835.92,34.35
